employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-78515906,Sai,Keer,Male,Maharashtra,Nagpur,2021-11-29,Customer Service,Support Specialist,High School,360438,Satisfactory,No,1989-06-14,2023-03-20
00-36025314,Janani,Chaudhary,Male,Delhi,Rohini,2023-09-24,HR,Recruiter,Bachelor,390716,Good,Yes,1977-03-22,2024-03-22
00-96629889,Jhalak,Parmer,Female,Karnataka,Mangalore,2023-01-24,Operations,Inventory Specialist,Bachelor,293368,Satisfactory,No,2002-09-23,2024-09-27
00-29655410,Mitali,Majumdar,Male,Karnataka,Bengaluru,2017-03-15,HR,HR Assistant,High School,335434,Satisfactory,Yes,1988-04-22,2020-04-28
00-30517835,Jason,Sha,Female,Delhi,Dwarka,2022-02-05,Customer Service,Support Specialist,Bachelor,362250,Excellent,Yes,1982-01-21,2022-08-04
00-33776150,Simon,Bail,Male,Maharashtra,Mumbai,2024-01-20,Sales,Sales Consultant,Master,424614,Satisfactory,Yes,1965-12-15,2024-07-18
00-72270726,Gauri,Kohli,Male,Punjab,Jalandhar,2022-02-18,IT,Software Developer,Bachelor,598091,Good,Yes,1975-08-28,2022-08-17
00-85764804,Samesh,Biswas,Male,Delhi,New Delhi,2021-11-19,Operations,Inventory Specialist,High School,314290,Excellent,No,1995-01-15,2023-12-09
00-94183695,Sarthak,Kalita,Male,Maharashtra,Mumbai,2018-11-12,Marketing,Marketing Coordinator,Bachelor,333314,Excellent,No,1980-11-09,2019-05-11
00-72937522,Viraj,Narasimhan,Male,Delhi,New Delhi,2019-10-28,Customer Service,Customer Service Representative,High School,374066,Good,Yes,2004-09-03,2020-04-25
00-46866075,Manbir,Agate,Female,Maharashtra,Pune,2020-04-17,Customer Service,Help Desk Technician,Bachelor,288915,Good,Yes,2005-01-13,2020-10-14
00-19957701,Maanav,De,Male,Maharashtra,Pune,2018-07-29,Customer Service,Support Specialist,High School,366764,Good,Yes,1979-12-07,2019-01-25
00-17635653,Zashil,Ghosh,Female,Tamil Nadu,Madurai,2018-02-12,Marketing,SEO Specialist,High School,351259,Satisfactory,No,1992-01-28,2022-05-21
00-96525668,Atharv,Deep,Female,Tamil Nadu,Madurai,2023-01-06,Sales,Sales Representative,Bachelor,345077,Satisfactory,Yes,2002-07-27,2023-07-05
00-89736043,Ishita,Khanna,Female,Maharashtra,Nagpur,2020-08-16,Sales,Sales Consultant,Bachelor,602743,Satisfactory,No,1981-06-13,2023-08-22
00-84399083,Ekiya,Babu,Male,Maharashtra,Mumbai,2024-03-08,IT,Software Developer,Bachelor,588805,Needs Improvement,Yes,1979-10-05,2024-09-04
00-70362235,Alka,Ben,Male,Tamil Nadu,Coimbatore,2023-02-19,Marketing,Content Creator,High School,339339,Satisfactory,No,1994-09-20,2023-08-18
00-35265073,Oviya,Vora,Female,Delhi,Dwarka,2018-02-14,IT,Software Developer,Bachelor,499815,Good,No,1991-03-01,2022-10-22
00-30248230,Devansh,Soni,Female,Karnataka,Mysuru,2024-06-23,Operations,Operations Analyst,Bachelor,411013,Excellent,No,1966-10-13,2024-12-20
00-56095437,Janaki,Varghese,Female,Maharashtra,Pune,2024-08-18,Operations,Inventory Specialist,High School,297735,Good,No,1970-08-01,2025-02-14
00-96721710,Ikbal,Seth,Female,West Bengal,Howrah,2017-07-15,Sales,Sales Specialist,PhD,514729,Good,No,1964-04-04,2024-10-20
00-68754920,Timothy,Bassi,Female,Maharashtra,Pune,2024-10-09,Marketing,Marketing Coordinator,Bachelor,323500,Satisfactory,Yes,1995-10-27,2025-04-07
00-91846696,Charvi,Shanker,Male,West Bengal,Kolkata,2017-09-07,Marketing,Content Creator,Bachelor,416893,Satisfactory,Yes,1971-06-30,2018-10-14
00-61998170,Azaan,Bhat,Female,Maharashtra,Pune,2019-07-06,Customer Service,Help Desk Technician,Bachelor,410063,Satisfactory,No,1972-05-18,2021-01-16
00-90246882,Neelima,Sandhu,Male,Maharashtra,Mumbai,2016-09-23,Customer Service,Support Specialist,Bachelor,335791,Satisfactory,No,1988-03-04,2022-11-07
00-54915875,Hritik,Swaminathan,Female,Maharashtra,Nagpur,2016-10-03,Marketing,SEO Specialist,High School,425353,Satisfactory,Yes,1963-09-29,2020-02-27
00-61883769,Sachi,Borah,Female,Delhi,Dwarka,2017-12-16,Sales,Sales Specialist,Master,415802,Satisfactory,Yes,2004-06-23,2024-07-31
00-98122539,Faris,Nagy,Male,Kerala,Kochi,2024-08-24,IT,IT Support Specialist,Bachelor,375092,Good,No,1982-01-06,2025-02-20
00-30182766,Manbir,Bhatti,Female,Maharashtra,Pune,2018-02-19,IT,Software Developer,Master,622278,Good,No,1989-04-11,2021-07-22
00-28982195,Anvi,Nair,Male,Maharashtra,Pune,2024-05-27,Marketing,Marketing Manager,Bachelor,700796,Good,No,1964-09-06,2024-11-23
00-98870276,Chaitaly,Setty,Female,Uttar Pradesh,Varanasi,2019-07-16,Operations,Logistics Coordinator,Bachelor,285408,Good,No,2000-09-13,2021-03-05
00-21370793,Qushi,Chaudhary,Female,Maharashtra,Nagpur,2018-11-05,Customer Service,Customer Service Representative,Bachelor,318487,Good,Yes,1997-06-19,2024-08-04
00-54087376,Ishwar,Kale,Female,Maharashtra,Mumbai,2023-06-17,Sales,Sales Consultant,Master,428384,Needs Improvement,No,2001-03-03,2023-12-14
00-80651318,Siya,Kari,Male,Maharashtra,Nagpur,2016-06-09,Operations,Inventory Specialist,Bachelor,365986,Satisfactory,No,2004-11-25,2018-11-10
00-78248169,Harinakshi,Setty,Male,West Bengal,Kolkata,2018-06-04,Marketing,Content Creator,High School,336509,Good,No,2001-07-01,2021-07-17
00-34194479,Ojasvi,Chandran,Male,Karnataka,Mangalore,2024-05-01,Operations,Logistics Coordinator,Bachelor,314940,Good,No,1970-12-21,2024-10-28
00-75266178,Prisha,Munshi,Male,Tamil Nadu,Madurai,2017-09-16,Finance,Financial Analyst,Bachelor,493004,Satisfactory,No,1999-12-15,2022-08-30
00-20356922,Aadhya,Prasad,Male,Maharashtra,Nagpur,2017-03-01,Operations,Inventory Specialist,High School,307008,Needs Improvement,Yes,1977-03-31,2017-08-28
00-82446804,Urvi,Bhavsar,Male,Maharashtra,Pune,2023-02-05,Sales,Sales Specialist,Bachelor,425058,Good,No,1981-12-30,2023-08-04
00-98842638,Frederick,Chander,Female,Karnataka,Mangalore,2018-06-17,Sales,Sales Consultant,Master,626342,Good,Yes,2000-05-13,2021-01-05
00-90161060,Gopal,Pradhan,Male,Maharashtra,Mumbai,2018-11-12,IT,Software Developer,Bachelor,578455,Good,No,2003-09-01,2024-05-07
00-93851247,Kalpit,Bhasin,Male,Tamil Nadu,Coimbatore,2023-08-16,IT,System Administrator,Master,575042,Good,No,1985-05-15,2024-02-12
00-68743530,Forum,Das,Female,Maharashtra,Mumbai,2015-06-09,Operations,Logistics Coordinator,Bachelor,325045,Satisfactory,Yes,1981-02-19,2019-01-01
00-41880763,Irya,Sampath,Male,West Bengal,Howrah,2024-12-03,IT,System Administrator,Bachelor,496779,Good,No,1978-11-01,2025-06-01
00-70254091,Charan,Mani,Female,Maharashtra,Mumbai,2017-08-22,IT,IT Support Specialist,Bachelor,324547,Good,No,1990-04-03,2022-07-11
00-72950208,Devika,Pandey,Female,Kerala,Thiruvananthapuram,2023-02-10,Sales,Sales Specialist,Master,527602,Good,No,1976-03-22,2023-08-09
00-86560394,Yashica,Kala,Female,Maharashtra,Nagpur,2024-03-01,Customer Service,Help Desk Technician,High School,275313,Good,No,2004-02-14,2024-08-28
00-47818761,Vasatika,Kapur,Male,West Bengal,Kolkata,2023-11-26,Sales,Sales Specialist,Bachelor,527212,Good,Yes,1965-01-31,2024-05-24
00-66191704,Hritik,Palla,Male,Tamil Nadu,Coimbatore,2024-11-24,Marketing,Content Creator,Bachelor,302986,Good,No,2002-05-15,2025-05-23
00-91156554,Jhalak,Contractor,Male,Delhi,Dwarka,2017-10-24,Customer Service,Help Desk Technician,High School,434232,Excellent,Yes,1974-10-09,2018-04-22
00-96057593,Arya,Kara,Female,Delhi,Dwarka,2019-11-10,Finance,Financial Analyst,Master,420323,Good,Yes,1961-11-06,2020-05-08
00-23769360,Pushti,Bal,Female,Maharashtra,Nagpur,2022-08-25,Marketing,Marketing Coordinator,Bachelor,312825,Good,No,1996-10-21,2024-08-11
00-26733967,Amara,Balakrishnan,Female,Delhi,New Delhi,2017-03-12,IT,IT Support Specialist,High School,383312,Satisfactory,No,1986-06-07,2024-07-19
00-70306604,Anjali,More,Male,Maharashtra,Pune,2023-12-24,IT,IT Support Specialist,Bachelor,389164,Excellent,No,1960-08-02,2024-06-21
00-68716573,Harinakshi,Panchal,Female,Maharashtra,Pune,2016-01-03,Operations,Inventory Specialist,High School,355597,Good,Yes,1994-02-06,2020-10-24
00-70549373,Pratyush,Dhar,Female,Karnataka,Mangalore,2023-08-08,Sales,Sales Consultant,Master,634663,Satisfactory,No,1999-06-05,2024-02-04
00-17148018,Nandini,Boase,Male,Delhi,New Delhi,2019-02-25,Customer Service,Customer Service Representative,Bachelor,349160,Satisfactory,Yes,1996-03-19,2021-01-03
00-61830338,Azaan,Chand,Male,Maharashtra,Nagpur,2024-10-16,Marketing,Content Creator,High School,362834,Satisfactory,No,1981-09-05,2025-04-14
00-13783268,Tanveer,Puri,Male,Maharashtra,Mumbai,2018-06-13,Sales,Sales Specialist,Master,478305,Good,No,1992-02-23,2020-12-17
00-97236246,Sudiksha,Om,Female,Maharashtra,Mumbai,2018-03-03,Customer Service,Support Specialist,High School,326860,Needs Improvement,No,1963-08-28,2022-10-07
00-15140967,Kala,Muni,Male,Maharashtra,Pune,2017-10-08,Customer Service,Help Desk Technician,High School,291095,Satisfactory,No,1998-02-23,2022-05-28
00-28628439,Ekta,Chad,Female,Karnataka,Mangalore,2022-12-10,IT,Software Developer,Bachelor,543190,Excellent,No,1985-08-19,2024-05-28
00-92590645,Charles,Dugal,Female,Maharashtra,Nagpur,2015-03-03,Operations,Inventory Specialist,Bachelor,327747,Good,No,1980-11-14,2019-06-19
00-44349528,Chandran,Bumb,Female,West Bengal,Durgapur,2017-04-16,IT,Software Developer,Master,683482,Excellent,Yes,1990-08-09,2022-10-10
00-91722503,Saanvi,Samra,Male,Karnataka,Mysuru,2020-07-07,IT,System Administrator,Master,428419,Good,No,1979-09-17,2021-01-03
00-48668339,Riya,Sachdeva,Male,Maharashtra,Pune,2017-04-17,Operations,Inventory Specialist,Bachelor,438903,Good,No,1975-12-07,2017-10-14
00-42002808,Tanveer,Vala,Male,Delhi,New Delhi,2019-02-14,Customer Service,Help Desk Technician,High School,393812,Good,No,1974-11-09,2019-08-13
00-18429833,Hemani,Sani,Male,Kerala,Kochi,2016-02-13,Operations,Inventory Specialist,High School,277045,Satisfactory,No,1996-11-26,2016-08-11
00-81947921,Bhanumati,Sur,Female,Maharashtra,Mumbai,2015-07-24,Sales,Sales Specialist,Bachelor,514550,Excellent,Yes,1992-02-28,2017-02-18
00-42472386,Darika,Bath,Female,Delhi,New Delhi,2022-03-27,Customer Service,Help Desk Technician,High School,366952,Good,Yes,1996-04-19,2022-09-23
00-10209961,Megha,Bhakta,Female,Delhi,Rohini,2021-01-03,Sales,Sales Specialist,PhD,521960,Good,No,1992-04-06,2021-07-02
00-65910756,Samarth,Mitra,Female,Tamil Nadu,Madurai,2017-03-24,IT,IT Support Specialist,Bachelor,274605,Satisfactory,Yes,1988-09-20,2020-06-02
00-80260907,Laksh,Kumer,Female,Maharashtra,Mumbai,2024-04-22,Operations,Logistics Coordinator,Bachelor,337474,Excellent,No,2001-04-05,2024-10-19
00-83025444,Falak,Dar,Male,Uttar Pradesh,Kanpur,2020-01-04,IT,System Administrator,Bachelor,605735,Needs Improvement,Yes,1983-06-08,2020-10-24
00-12729224,Widisha,Sani,Male,Maharashtra,Mumbai,2019-03-10,Operations,Inventory Specialist,High School,274948,Satisfactory,No,1990-07-10,2019-09-06
00-95318289,Kai,Rai,Male,Karnataka,Mangalore,2018-07-26,Marketing,Marketing Coordinator,Bachelor,288039,Excellent,No,2002-05-31,2021-12-21
00-12179995,Victor,Tella,Female,Punjab,Jalandhar,2018-08-05,Operations,Logistics Coordinator,Bachelor,368609,Satisfactory,No,1971-10-05,2023-03-29
00-42363373,Irya,Bora,Female,Delhi,Rohini,2022-06-04,Customer Service,Customer Service Representative,Bachelor,295340,Satisfactory,No,1971-01-16,2022-12-01
00-88101741,Brijesh,Sarin,Female,Maharashtra,Pune,2022-01-08,Sales,Sales Specialist,Bachelor,434514,Satisfactory,Yes,1981-06-05,2022-07-07
00-15950635,Tripti,Brahmbhatt,Male,Kerala,Kochi,2018-12-01,Operations,Inventory Specialist,High School,287475,Excellent,No,2004-07-04,2019-05-30
00-96274567,Dhriti,Sanghvi,Female,Maharashtra,Pune,2017-08-11,Operations,Inventory Specialist,High School,341492,Excellent,No,2001-12-19,2020-03-07
00-74227366,Nidhi,Sahni,Female,Karnataka,Bengaluru,2021-04-23,Customer Service,Support Specialist,Bachelor,384068,Good,No,1977-10-10,2021-10-20
00-71428713,Ishwar,Ravel,Female,Kerala,Kozhikode,2015-01-09,Customer Service,Customer Service Representative,High School,356159,Good,No,2004-05-26,2016-02-19
00-36772387,Ekta,Garg,Female,Tamil Nadu,Chennai,2023-11-08,Customer Service,Support Specialist,High School,319959,Excellent,Yes,1979-10-01,2024-05-06
00-79173614,Triveni,Pathak,Female,Maharashtra,Pune,2019-02-04,Sales,Sales Consultant,PhD,637086,Good,No,1980-12-08,2024-07-02
00-43999198,Rajeshri,Cherian,Male,Maharashtra,Nagpur,2015-04-05,IT,Software Developer,Master,550297,Satisfactory,No,1979-10-22,2016-01-04
00-48401154,Rajata,Rattan,Male,Delhi,New Delhi,2018-07-23,Operations,Inventory Specialist,High School,358973,Satisfactory,No,1974-11-20,2019-01-19
00-98010774,Farhan,Randhawa,Male,Maharashtra,Nagpur,2018-12-05,IT,IT Support Specialist,Bachelor,404546,Satisfactory,Yes,1988-04-20,2019-06-03
00-59394697,Dayita,Nori,Male,Uttar Pradesh,Varanasi,2019-03-28,Operations,Inventory Specialist,High School,361465,Satisfactory,No,1972-06-07,2021-12-01
00-69020451,Gauri,Ganguly,Female,Punjab,Ludhiana,2023-01-30,Operations,Operations Manager,Bachelor,544039,Satisfactory,No,1976-03-18,2023-07-29
00-35074182,Yashvi,Comar,Female,Maharashtra,Mumbai,2020-07-25,Finance,Accountant,Bachelor,391263,Satisfactory,Yes,1962-06-15,2022-07-28
00-79696025,Yashvi,Hari,Female,Maharashtra,Mumbai,2017-12-18,IT,IT Support Specialist,Bachelor,276804,Satisfactory,No,1990-07-07,2018-06-16
00-66975380,Ikshita,Panchal,Female,Uttar Pradesh,Kanpur,2016-10-09,Marketing,SEO Specialist,High School,407506,Good,No,1981-10-10,2019-10-21
00-34220459,Manbir,Keer,Male,West Bengal,Kolkata,2020-02-09,Operations,Logistics Coordinator,Bachelor,387999,Good,No,2000-12-29,2024-12-27
00-20746667,Madhav,Kunda,Male,Karnataka,Mangalore,2018-03-18,Sales,Sales Specialist,Bachelor,393007,Satisfactory,Yes,2001-02-25,2022-08-01
00-69849800,Oscar,Dua,Male,West Bengal,Howrah,2021-10-23,HR,Recruiter,Bachelor,413105,Good,No,1987-11-18,2022-04-21
00-69580374,Faqid,Goel,Female,Uttar Pradesh,Kanpur,2018-10-28,Customer Service,Customer Service Representative,Bachelor,304300,Needs Improvement,No,2000-05-01,2024-04-09
00-57319709,Wakeeta,Shetty,Male,Maharashtra,Mumbai,2021-10-20,IT,Software Developer,Master,546027,Satisfactory,No,1960-04-23,2022-04-18
00-95828117,Saumya,Naidu,Female,Maharashtra,Mumbai,2024-12-01,Customer Service,Support Specialist,Bachelor,365784,Good,No,1984-01-10,2025-05-30
00-95565484,Diya,Dora,Female,Maharashtra,Pune,2019-06-20,Customer Service,Customer Service Representative,Bachelor,281982,Excellent,Yes,1963-02-19,2019-12-17
00-31473054,Ekansh,Singh,Female,Delhi,New Delhi,2024-06-20,Sales,Sales Specialist,Bachelor,480355,Excellent,No,1984-02-13,2024-12-17
00-91547054,Chavvi,Maharaj,Female,Kerala,Thiruvananthapuram,2022-08-18,Operations,Operations Analyst,Bachelor,441321,Needs Improvement,No,1981-01-31,2023-02-14
00-26942307,Daksh,Pandey,Male,Karnataka,Bengaluru,2016-07-16,Operations,Inventory Specialist,High School,322132,Satisfactory,No,1987-09-23,2024-07-09
00-58607028,Ethan,Mukherjee,Male,Maharashtra,Nagpur,2018-06-29,Finance,Finance Manager,PhD,640578,Good,No,1969-08-10,2024-03-22
00-91214453,Siya,Barad,Male,Tamil Nadu,Madurai,2017-01-23,Operations,Operations Analyst,Master,374502,Satisfactory,No,1988-02-23,2021-12-24
00-59930790,Jyoti,Mangat,Male,Maharashtra,Nagpur,2019-01-30,IT,IT Support Specialist,Bachelor,373215,Satisfactory,Yes,1992-07-24,2021-05-06
00-28481124,Gautam,Tripathi,Female,Delhi,New Delhi,2020-05-29,Operations,Logistics Coordinator,Bachelor,308005,Good,No,1991-03-15,2022-12-23
00-97182566,Turvi,Barman,Male,Tamil Nadu,Coimbatore,2017-06-24,Operations,Operations Analyst,Master,333130,Good,No,1973-02-14,2024-03-24
00-34970946,Raghav,Nagy,Male,Karnataka,Mangalore,2020-08-22,Sales,Sales Specialist,PhD,403243,Good,No,1984-01-12,2021-03-10
00-25805613,Vamakshi,Thaker,Male,West Bengal,Durgapur,2017-02-28,Operations,Inventory Specialist,Bachelor,336101,Good,Yes,1993-11-06,2019-12-05
00-69897763,David,Seshadri,Female,Maharashtra,Mumbai,2017-02-10,Finance,Financial Analyst,Bachelor,496197,Good,No,1988-12-09,2018-10-10
00-75927774,Hemal,Chad,Male,Delhi,Dwarka,2017-07-15,Customer Service,Support Specialist,Bachelor,329195,Satisfactory,No,1975-12-13,2022-01-25
00-19939096,Orinder,Baral,Male,Uttar Pradesh,Lucknow,2019-04-07,Finance,Accountant,Bachelor,436051,Satisfactory,No,2003-09-30,2019-10-04
00-21783073,Raksha,Sarna,Female,Maharashtra,Pune,2023-07-23,HR,Recruiter,Bachelor,374785,Good,No,1978-05-01,2024-01-19
00-56630633,Nathan,Patla,Male,Maharashtra,Mumbai,2022-05-25,Operations,Logistics Coordinator,Bachelor,339770,Needs Improvement,No,1996-12-26,2022-11-21
00-48971765,Barkha,Ram,Female,Maharashtra,Nagpur,2023-06-08,Operations,Inventory Specialist,High School,370655,Good,Yes,1994-03-21,2023-12-05
00-95590648,Hamsini,Ben,Male,Maharashtra,Nagpur,2017-11-03,IT,System Administrator,Master,456903,Good,No,1971-11-10,2021-08-22
00-40097200,Gaurika,Bhatti,Male,Karnataka,Bengaluru,2016-05-08,Sales,Sales Consultant,PhD,378960,Good,No,1968-07-27,2024-11-27
00-28639738,Girindra,Raju,Female,Maharashtra,Mumbai,2017-04-21,IT,System Administrator,Bachelor,487670,Excellent,Yes,1983-02-18,2018-08-16
00-58438711,Zayyan,Doctor,Female,Maharashtra,Nagpur,2020-05-09,Customer Service,Customer Service Manager,Bachelor,405443,Good,No,1991-10-07,2020-11-05
00-84040798,Finn,Dhaliwal,Male,Maharashtra,Mumbai,2016-12-22,Operations,Inventory Specialist,Bachelor,375040,Good,No,1975-09-30,2023-06-05
00-51512297,Inaya,Mukherjee,Male,Delhi,New Delhi,2019-09-12,Sales,Sales Consultant,PhD,446011,Excellent,No,1961-11-21,2022-05-01
00-74245343,Manya,Dayal,Male,Uttar Pradesh,Lucknow,2020-08-19,Operations,Operations Analyst,Bachelor,364842,Good,Yes,1998-08-13,2021-06-29
00-87161840,Frado,Mukherjee,Male,Karnataka,Mysuru,2016-08-05,Customer Service,Help Desk Technician,Bachelor,426186,Good,Yes,1994-01-08,2018-05-19
00-19954260,Krisha,Narasimhan,Female,Maharashtra,Pune,2019-11-12,Operations,Operations Analyst,Master,285618,Needs Improvement,No,1989-07-19,2024-01-30
00-56239991,Joshua,Vyas,Female,Karnataka,Mangalore,2016-02-06,Marketing,Content Creator,Bachelor,293571,Needs Improvement,Yes,2001-05-07,2016-08-04
00-88891300,Pallavi,Trivedi,Female,West Bengal,Durgapur,2017-05-21,Operations,Operations Analyst,Master,430827,Good,Yes,1972-12-09,2017-11-17
00-77493234,Andrew,Patil,Female,Delhi,New Delhi,2024-04-29,IT,Software Developer,Master,593205,Good,Yes,1995-02-11,2024-10-26
00-26664623,Pranit,Kala,Male,Maharashtra,Pune,2020-05-12,Sales,Sales Consultant,PhD,601095,Good,Yes,1962-09-29,2020-11-08
00-31738837,Vedika,Handa,Male,West Bengal,Durgapur,2018-03-29,Sales,Sales Manager,Master,471146,Excellent,Yes,1970-09-20,2021-07-27
00-56442431,Laksh,Dubey,Male,Delhi,Rohini,2024-01-30,Operations,Operations Analyst,Bachelor,324795,Satisfactory,No,2003-10-19,2024-07-28
00-20584397,Chakrika,Chaudhuri,Female,Delhi,Rohini,2017-07-17,Sales,Sales Specialist,Master,529711,Satisfactory,No,1979-08-09,2018-01-13
00-46836194,Baljiwan,Nayar,Male,Uttar Pradesh,Kanpur,2016-12-06,Customer Service,Customer Service Representative,Bachelor,365253,Good,Yes,1974-08-09,2017-06-04
00-81602209,Karan,Puri,Female,West Bengal,Kolkata,2016-02-29,Marketing,SEO Specialist,High School,492094,Excellent,No,1991-06-27,2021-04-12
00-89431184,Nicholas,Golla,Male,Maharashtra,Mumbai,2024-11-18,IT,IT Support Specialist,Bachelor,376436,Good,Yes,1973-11-26,2025-05-17
00-98413629,Noah,Sarma,Male,Maharashtra,Pune,2021-01-17,Operations,Logistics Coordinator,Bachelor,388669,Satisfactory,Yes,1982-10-30,2021-07-16
00-85647532,Nirja,Patla,Male,Maharashtra,Pune,2015-09-20,Marketing,Content Creator,Bachelor,399352,Satisfactory,Yes,1973-05-10,2019-01-24
00-16101779,Wazir,Sawhney,Male,Karnataka,Mangalore,2024-08-25,Operations,Logistics Coordinator,Bachelor,319190,Satisfactory,Yes,1987-02-21,2025-02-21
00-97393186,Bhavani,Sen,Male,Delhi,New Delhi,2017-04-01,Sales,Sales Specialist,Bachelor,570187,Excellent,No,1985-03-17,2017-09-28
00-92961108,William,More,Female,West Bengal,Kolkata,2021-11-11,Sales,Sales Representative,Bachelor,338609,Good,No,1998-03-11,2022-05-10
00-83226170,Upasna,Hari,Female,Maharashtra,Nagpur,2017-05-23,Sales,Sales Representative,Bachelor,358295,Needs Improvement,No,1999-11-07,2023-06-18
00-42866956,Ridhi,Shenoy,Male,Delhi,New Delhi,2023-10-26,Sales,Sales Specialist,Bachelor,578508,Excellent,No,1979-11-06,2024-04-23
00-49920898,Baghyawati,Raja,Female,Karnataka,Bengaluru,2019-07-15,Customer Service,Help Desk Technician,High School,348377,Good,No,1981-12-08,2020-01-11
00-31217198,Omya,Edwin,Female,Delhi,New Delhi,2019-11-14,Sales,Sales Consultant,Bachelor,620493,Needs Improvement,No,1983-01-01,2021-06-13
00-37383505,Ryan,Devi,Male,Punjab,Jalandhar,2018-12-06,Customer Service,Support Specialist,High School,311142,Good,No,1967-04-25,2021-09-17
00-52857920,Zashil,Ben,Female,West Bengal,Howrah,2022-09-07,Operations,Operations Analyst,Bachelor,386694,Good,No,1985-03-03,2023-03-06
00-27551135,Vasana,Prabhu,Male,West Bengal,Howrah,2022-08-04,IT,System Administrator,Master,401185,Satisfactory,No,1996-10-02,2024-08-10
00-24251766,Harshil,Varty,Male,Tamil Nadu,Madurai,2018-11-27,Customer Service,Customer Service Representative,High School,310117,Satisfactory,No,2003-01-25,2019-05-26
00-45899440,Jeet,Mane,Male,Maharashtra,Nagpur,2019-02-02,Finance,Accountant,Bachelor,411557,Good,No,1985-06-30,2020-08-25
00-16792127,Naveen,Mahajan,Female,Maharashtra,Mumbai,2017-06-24,Customer Service,Help Desk Technician,High School,380049,Good,No,1973-10-06,2017-12-21
00-92594562,Yochana,Din,Female,Maharashtra,Mumbai,2019-11-19,Customer Service,Customer Service Representative,Bachelor,274289,Satisfactory,No,1988-10-26,2020-05-17
00-53947691,Rajeshri,Chand,Female,Maharashtra,Pune,2024-12-19,Sales,Sales Representative,Bachelor,388636,Excellent,No,1988-05-05,2025-06-17
00-35479101,Tristan,Seshadri,Female,Kerala,Kochi,2022-12-10,Operations,Logistics Coordinator,Bachelor,334763,Satisfactory,No,2000-08-24,2023-06-08
00-72654864,Ikshita,Bala,Male,Delhi,New Delhi,2020-06-10,Operations,Logistics Coordinator,Bachelor,385709,Good,No,1976-11-22,2024-10-02
00-13110670,Chatresh,Randhawa,Female,Maharashtra,Nagpur,2016-07-13,IT,Software Developer,Bachelor,445821,Needs Improvement,No,1985-05-05,2023-04-01
00-71368457,Kashvi,Keer,Female,Maharashtra,Mumbai,2024-05-29,Customer Service,Support Specialist,High School,342910,Good,No,1976-08-12,2024-11-25
00-57364777,Finn,Prasad,Female,Karnataka,Bengaluru,2015-03-29,Sales,Sales Specialist,Bachelor,491636,Good,Yes,1963-10-18,2021-01-21
00-90197611,Ayaan,Nagar,Male,Maharashtra,Nagpur,2023-12-28,Customer Service,Support Specialist,Bachelor,307710,Satisfactory,No,1981-11-29,2024-06-25
00-73161098,Hardik,Nayak,Female,Karnataka,Mangalore,2017-11-04,Customer Service,Support Specialist,High School,262369,Excellent,No,2003-05-02,2018-05-03
00-24428014,Madhav,Devan,Male,Delhi,Rohini,2019-01-15,Customer Service,Customer Service Manager,Bachelor,476797,Good,No,1989-11-12,2019-07-14
00-59093843,Bhavini,Sodhi,Male,Maharashtra,Pune,2022-09-28,Sales,Sales Representative,Bachelor,339652,Excellent,No,1971-11-21,2023-03-27
00-63765155,Liam,Singh,Male,Maharashtra,Pune,2016-06-23,Customer Service,Help Desk Technician,Bachelor,456632,Good,No,1971-08-05,2024-09-29
00-58657117,Abdul,Buch,Female,West Bengal,Durgapur,2020-01-08,Operations,Inventory Specialist,Bachelor,349125,Good,No,1988-08-31,2024-10-27
00-77680031,Aahana,Kale,Female,Karnataka,Mangalore,2019-11-21,Marketing,Content Creator,High School,307104,Satisfactory,No,1979-10-25,2021-01-10
00-93650068,Mason,Wable,Female,Maharashtra,Mumbai,2022-06-14,IT,Software Developer,Master,612428,Excellent,No,1980-12-02,2022-12-11
00-22976369,Indrajit,Mani,Female,Karnataka,Mangalore,2019-04-03,HR,Recruiter,High School,335009,Satisfactory,No,1981-01-30,2021-01-11
00-59070856,Charvi,Dara,Male,Delhi,Dwarka,2022-01-19,Customer Service,Support Specialist,Bachelor,324475,Good,No,2000-01-11,2022-07-18
00-78333267,William,Saini,Female,Karnataka,Mangalore,2019-09-06,Customer Service,Support Specialist,Bachelor,346371,Good,Yes,1981-12-09,2021-07-03
00-15222944,Tanvi,Bhatnagar,Male,Tamil Nadu,Chennai,2017-02-13,Operations,Logistics Coordinator,Bachelor,314230,Satisfactory,No,1984-09-08,2021-10-01
00-73584863,Xalak,Wason,Male,Maharashtra,Pune,2020-01-07,Sales,Sales Representative,Bachelor,375534,Satisfactory,No,1971-06-14,2021-09-17
00-79190008,Yutika,Khurana,Male,Karnataka,Bengaluru,2017-10-07,Operations,Logistics Coordinator,Bachelor,360115,Good,Yes,1996-09-14,2019-01-04
00-31810655,Maanas,Manne,Male,Karnataka,Mangalore,2019-06-16,Operations,Operations Manager,Master,553685,Excellent,No,1969-02-25,2021-12-28
00-50162553,Aarav,Pandit,Male,West Bengal,Kolkata,2020-04-03,Operations,Operations Analyst,Bachelor,329518,Good,No,1989-11-09,2020-09-30
00-78412668,Omaja,Grover,Male,Maharashtra,Nagpur,2020-09-15,Sales,Sales Specialist,PhD,352080,Good,No,1976-06-30,2021-08-30
